TxID,DeviceID,Timestamp,Type,PacketSize,ResponseTime,EnergyUsed,Uptime,Label
29864,3228,5/4/2025 8:57,2,230,61,0.343863652,98,valid
29865,111,5/3/2025 19:47,1,592,69,1.091539732,97,valid
29866,4141,5/4/2025 1:08,2,255,44,1.673926668,96,valid
29867,1667,5/3/2025 14:30,4,473,79,1.178177631,95,valid
29868,4493,5/4/2025 11:24,1,578,36,1.160977998,96,valid
29869,1684,5/4/2025 4:57,3,333,45,1.985630435,100,valid
29870,1782,5/4/2025 6:13,4,175,17,1.904065177,99,valid
29871,3089,5/3/2025 21:54,1,132,70,1.3097129,97,valid
29872,3516,5/4/2025 8:28,2,121,43,1.614962322,100,valid
29873,4616,5/4/2025 0:10,3,150,61,0.454344395,95,valid
29874,3648,5/4/2025 1:15,1,502,42,0.882836317,100,valid
29875,4530,5/4/2025 5:48,3,225,19,1.020044793,99,valid
29876,4212,5/4/2025 9:52,1,164,32,1.754614162,98,valid
29877,2508,5/4/2025 6:54,2,439,79,1.957933436,98,valid
29878,187,5/3/2025 20:05,1,258,36,1.404127831,99,valid
29879,2223,5/3/2025 15:32,2,346,41,0.302603036,96,valid
29880,1024,5/4/2025 12:10,1,118,66,1.937317699,95,valid
29881,3675,5/4/2025 2:35,1,544,40,1.319473848,98,valid
29882,3358,5/4/2025 9:58,2,392,34,1.030381846,97,valid
29883,3638,5/4/2025 11:16,4,422,25,1.597427633,98,valid
29884,2730,5/3/2025 13:00,4,513,15,1.619928551,97,valid
29885,2432,5/3/2025 21:04,1,392,30,1.285633859,99,valid
29886,93,5/4/2025 7:15,1,116,17,0.264718334,97,valid
29887,2413,5/3/2025 15:33,1,75,52,0.806589527,96,valid
29888,2303,5/4/2025 9:34,2,291,12,1.593372831,98,valid
29889,2080,5/3/2025 16:58,4,227,48,0.229354526,96,valid
29890,2989,5/3/2025 13:00,3,245,63,0.386313164,99,valid
29891,503,5/4/2025 0:23,4,176,24,1.849042556,97,valid
29892,1046,5/4/2025 12:09,3,130,12,1.619845711,95,valid
29893,55,5/4/2025 2:43,2,280,77,0.661493029,99,valid
29894,2651,5/4/2025 1:33,3,435,42,1.76407696,98,valid
29895,847,5/4/2025 4:20,3,54,78,1.660219679,97,valid
29896,4369,5/3/2025 19:20,3,470,65,1.110938937,99,valid
29897,1833,5/4/2025 11:03,3,529,80,1.419417155,96,valid
29898,1631,5/4/2025 0:12,3,139,26,0.672767504,99,valid
29899,3847,5/4/2025 8:36,4,329,53,1.709048911,99,valid
29900,3976,5/3/2025 15:50,3,529,26,1.465037681,95,valid
29901,4543,5/4/2025 4:50,2,359,15,1.605981474,100,valid
29902,3188,5/4/2025 1:47,4,407,61,0.285719072,95,valid
29903,4726,5/3/2025 23:16,2,410,68,1.646653759,97,valid
29904,3103,5/3/2025 20:23,4,143,72,1.893682929,96,valid
29905,1186,5/3/2025 13:33,3,549,65,1.053879282,96,valid
29906,1838,5/4/2025 12:05,3,260,77,0.712074586,98,valid
29907,3822,5/3/2025 15:54,2,101,30,1.240742671,99,valid
29908,4010,5/4/2025 0:49,3,385,43,0.741884511,99,valid
29909,1308,5/4/2025 1:18,4,311,24,1.383816656,99,valid
29910,1830,5/3/2025 13:28,3,239,75,0.223126292,98,valid
29911,2562,5/3/2025 15:19,1,511,47,0.273652853,96,valid
29912,474,5/4/2025 2:00,3,400,50,1.677987568,96,valid
29913,3636,5/3/2025 20:09,2,241,39,0.872331252,99,valid
29914,2304,5/4/2025 3:54,2,454,31,1.757432442,100,valid
29915,3969,5/4/2025 8:35,1,410,43,1.784381616,98,valid
29916,1075,5/4/2025 3:26,4,205,15,0.394942404,96,valid
29917,3487,5/3/2025 22:43,3,100,77,1.409784313,98,valid
29918,91,5/4/2025 4:39,4,205,47,1.670754565,97,valid
29919,2548,5/3/2025 13:22,3,55,63,1.242841576,97,valid
29920,3534,5/3/2025 15:57,1,347,23,0.259875995,97,valid
29921,2400,5/3/2025 19:02,4,219,45,1.787683489,96,valid
29922,4716,5/3/2025 16:51,2,361,11,1.089195666,98,valid
29923,1756,5/3/2025 22:43,1,171,65,1.563081511,100,valid
29924,2427,5/3/2025 22:39,4,194,63,1.548123681,98,valid
29925,3572,5/3/2025 15:31,1,578,65,1.795478637,95,valid
29926,1961,5/3/2025 15:03,1,247,55,0.382971409,99,valid
29927,3298,5/4/2025 6:50,2,441,36,1.980035191,99,valid
29928,678,5/4/2025 0:37,2,153,67,0.847854904,99,valid
29929,4208,5/3/2025 15:13,1,138,16,1.903421511,96,valid
29930,577,5/3/2025 23:18,1,209,62,0.377151468,96,valid
29931,4932,5/4/2025 9:47,1,62,48,1.09741869,97,valid
29932,4978,5/3/2025 19:45,1,285,28,1.507150312,99,valid
29933,1406,5/3/2025 22:17,1,440,22,0.777357299,100,valid
29934,3846,5/4/2025 5:52,3,147,63,1.535325366,99,valid
29935,1367,5/4/2025 4:49,1,570,21,1.539411979,98,valid
29936,4377,5/4/2025 12:10,3,549,31,1.752324358,99,valid
29937,3248,5/4/2025 6:55,4,522,29,1.604924184,97,valid
29938,2380,5/4/2025 0:43,4,94,68,1.408955018,97,valid
29939,1183,5/3/2025 23:59,4,414,40,1.536149179,98,valid
29940,2081,5/4/2025 10:16,4,549,36,1.742789139,98,valid
29941,4749,5/3/2025 19:18,3,396,19,1.326826055,100,valid
29942,2191,5/3/2025 22:46,3,557,53,0.317610852,96,valid
29943,2142,5/4/2025 4:28,4,540,56,0.788191359,98,valid
29944,3503,5/4/2025 3:47,3,300,42,1.994953714,95,valid
29945,4307,5/3/2025 19:07,2,408,42,0.825291851,97,valid
29946,3942,5/4/2025 11:12,4,406,31,1.100004711,100,valid
29947,2400,5/4/2025 8:24,1,400,78,1.18470801,100,valid
29948,518,5/3/2025 19:26,4,253,72,1.565876193,96,valid
29949,4381,5/3/2025 23:12,3,158,34,0.291034331,95,valid
29950,2965,5/4/2025 7:14,3,243,71,0.593681193,97,valid
29951,2742,5/3/2025 20:19,2,429,30,1.894703854,100,valid
29952,848,5/3/2025 17:01,2,531,22,0.933182172,99,valid
29953,4791,5/4/2025 11:54,3,68,27,1.019770058,96,valid
29954,782,5/4/2025 3:49,3,165,34,0.318987903,98,valid
29955,2798,5/3/2025 14:27,4,454,61,1.393364011,100,valid
29956,2590,5/3/2025 18:31,3,149,37,1.009355111,98,valid
29957,1070,5/3/2025 21:55,2,549,34,0.414387891,98,valid
29958,4637,5/4/2025 4:55,4,235,28,1.448588705,98,valid
29959,1052,5/3/2025 19:09,2,559,37,0.54363399,98,valid
29960,280,5/4/2025 6:25,4,597,59,1.533143856,99,valid
29961,4966,5/4/2025 12:07,4,153,78,1.611347181,96,valid
29962,3514,5/3/2025 22:23,1,472,39,1.167245746,97,valid
29963,1343,5/4/2025 9:26,4,395,65,1.680083858,96,valid
29964,3247,5/4/2025 6:39,4,155,74,0.967824363,97,valid
29965,2577,5/4/2025 0:37,2,162,66,0.45081664,97,valid
29966,3962,5/3/2025 19:31,1,421,48,0.297407452,97,valid
29967,4682,5/3/2025 23:35,4,209,28,0.343221849,98,valid
29968,3730,5/4/2025 11:06,3,357,21,1.621567454,95,valid
29969,2341,5/3/2025 22:39,1,442,78,1.341584518,95,valid
29970,4747,5/3/2025 13:35,4,95,29,0.545419672,96,valid
29971,214,5/3/2025 21:51,2,499,41,0.507204073,100,valid
29972,2962,5/4/2025 6:46,3,109,63,1.806903543,100,valid
29973,172,5/4/2025 9:31,3,461,80,1.586273077,96,valid
29974,3375,5/4/2025 0:15,2,463,28,1.976789811,99,valid
29975,2579,5/4/2025 2:15,1,518,74,0.653613931,99,valid
29976,3892,5/3/2025 14:10,1,420,71,1.199621249,97,valid
29977,419,5/3/2025 14:38,1,411,54,0.545149882,98,valid
29978,3591,5/3/2025 13:12,3,70,54,0.656970047,96,valid
29979,1335,5/4/2025 7:08,1,287,49,1.262258783,100,valid
29980,1486,5/3/2025 21:53,2,69,37,1.462475902,95,valid
29981,1772,5/4/2025 2:45,3,301,15,1.148613141,100,valid
29982,1687,5/4/2025 10:41,2,492,46,1.325416253,97,valid
29983,4150,5/4/2025 5:28,1,320,36,1.131299045,99,valid
29984,935,5/4/2025 12:39,4,428,46,1.009471652,97,valid
29985,1588,5/3/2025 19:52,4,577,50,0.597451619,98,valid
29986,1264,5/3/2025 16:46,4,393,10,0.617085045,100,valid
29987,1111,5/4/2025 5:05,2,170,61,0.471517879,98,valid
29988,3385,5/3/2025 17:28,2,383,10,0.978325135,95,valid
29989,3306,5/4/2025 9:10,1,97,28,1.044707711,95,valid
29990,963,5/3/2025 21:54,3,396,71,0.280596674,100,valid
29991,2949,5/3/2025 15:19,2,215,14,1.272663791,95,valid
29992,4794,5/4/2025 1:40,1,348,12,1.718354529,99,valid
29993,2872,5/3/2025 16:28,4,164,32,1.07851157,99,valid
29994,4418,5/3/2025 14:49,1,436,32,0.304227633,95,valid
29995,3360,5/4/2025 7:19,3,434,10,0.317687507,95,valid
29996,2292,5/4/2025 8:40,4,274,33,1.444525006,97,valid
29997,4613,5/3/2025 15:44,2,305,46,1.758911282,97,valid
29998,1780,5/4/2025 12:38,3,504,80,0.93450549,97,valid
29999,3788,5/4/2025 11:56,1,513,18,1.107176404,95,valid
30000,4117,5/3/2025 22:03,2,230,72,0.345637392,100,valid
30001,1427,5/4/2025 6:56,2,428,59,0.87354105,97,valid
30002,1671,5/4/2025 1:24,2,279,73,1.098074517,99,valid
30003,2846,5/4/2025 0:50,4,258,76,1.480563263,95,valid
30004,2209,5/3/2025 17:36,3,343,54,0.530861684,97,valid
30005,4014,5/3/2025 22:55,3,534,38,0.3051427,95,valid
30006,1918,5/3/2025 15:24,4,385,18,0.645946421,99,valid
30007,3266,5/4/2025 3:44,3,350,15,0.283379747,99,valid
30008,300,5/4/2025 6:07,3,567,58,0.269591972,99,valid
30009,2787,5/4/2025 9:30,1,133,35,0.638534833,95,valid
30010,4037,5/3/2025 22:27,3,373,62,0.891302968,97,valid
30011,3804,5/3/2025 19:31,1,526,62,1.78011471,96,valid
30012,3304,5/4/2025 10:57,3,84,39,1.748652569,95,valid
30013,3086,5/4/2025 10:45,1,460,17,1.01014239,100,valid
30014,3747,5/4/2025 8:28,1,515,65,0.342147427,95,valid
30015,821,5/3/2025 20:21,4,211,41,1.600850379,100,valid
30016,981,5/4/2025 1:12,2,209,77,1.805989836,98,valid
30017,4659,5/4/2025 8:14,1,448,21,1.903818947,99,valid
30018,637,5/3/2025 13:22,3,407,60,0.979896946,99,valid
30019,3791,5/4/2025 11:32,1,446,71,1.069815266,99,valid
30020,1009,5/3/2025 22:28,4,132,44,1.817593314,97,valid
30021,275,5/3/2025 15:15,1,242,32,0.920787284,97,valid
30022,4766,5/3/2025 16:40,1,434,53,1.467992168,100,valid
30023,1858,5/4/2025 8:02,1,108,46,1.388674511,97,valid
30024,3985,5/3/2025 13:53,4,165,43,1.321781242,97,valid
30025,2335,5/3/2025 16:05,4,326,66,0.941543623,98,valid
30026,544,5/4/2025 1:59,4,130,24,1.922795282,97,valid
30027,1645,5/4/2025 6:41,3,560,63,1.703263767,97,valid
30028,938,5/3/2025 17:02,4,239,30,1.368611555,95,valid
30029,318,5/4/2025 10:10,1,89,36,1.448482011,98,valid
30030,2424,5/4/2025 5:07,3,195,71,0.600780756,99,valid
30031,4379,5/4/2025 2:08,4,480,35,1.609841228,98,valid
30032,4328,5/3/2025 16:01,2,89,77,1.305998729,99,valid
30033,556,5/3/2025 17:43,3,115,50,1.622716845,96,valid
30034,4548,5/3/2025 17:00,2,426,46,0.814526833,99,valid
30035,1107,5/4/2025 6:53,2,572,70,0.490734702,99,valid
30036,2569,5/4/2025 5:46,1,499,34,0.756143867,95,valid
30037,1420,5/4/2025 2:29,2,197,22,1.763463305,99,valid
30038,3156,5/4/2025 6:40,2,431,47,1.926165392,95,valid
30039,197,5/3/2025 17:19,3,145,57,0.751859089,98,valid
30040,2354,5/3/2025 18:47,1,413,72,1.811578513,96,valid
30041,4307,5/3/2025 21:57,3,566,32,1.712493566,99,valid
30042,4740,5/4/2025 0:57,2,469,59,1.389444052,96,valid
30043,1901,5/4/2025 10:27,3,328,61,1.512994546,98,valid
30044,2709,5/3/2025 19:51,2,491,50,1.536801081,98,valid
30045,3411,5/4/2025 7:13,4,491,51,0.731234206,97,valid
30046,1796,5/3/2025 23:08,2,216,40,1.881134942,96,valid
30047,4762,5/4/2025 4:00,3,291,50,0.276053799,100,valid
30048,2020,5/3/2025 14:14,1,540,72,0.616481031,100,valid
30049,2504,5/4/2025 1:32,1,553,79,0.416855111,98,valid
30050,2847,5/4/2025 9:35,1,372,46,1.972344387,98,valid
30051,3956,5/3/2025 22:29,3,474,44,0.695948622,99,valid
30052,595,5/3/2025 23:04,3,356,26,0.519593659,100,valid
30053,3221,5/3/2025 17:24,2,306,22,0.916667102,97,valid
30054,3231,5/4/2025 8:40,1,161,26,0.933437003,95,valid
30055,1401,5/4/2025 7:09,4,163,25,0.392872683,99,valid
30056,4212,5/4/2025 0:09,2,169,41,0.909022305,99,valid
30057,2445,5/3/2025 16:30,3,162,12,0.405149132,97,valid
30058,3105,5/4/2025 0:20,3,591,18,0.787866726,95,valid
30059,3350,5/3/2025 15:45,2,495,78,0.839602922,98,valid
30060,1595,5/3/2025 19:40,4,404,28,0.928898063,95,valid
30061,3794,5/4/2025 10:49,4,592,78,1.584098971,99,valid
30062,745,5/3/2025 23:32,1,197,30,1.572395829,97,valid
30063,3761,5/4/2025 7:30,4,201,12,1.158077069,100,valid
30064,4647,5/3/2025 13:22,1,121,65,1.21293328,97,valid
30065,2279,5/3/2025 13:20,2,365,29,1.138343974,100,valid
30066,3700,5/3/2025 22:11,3,354,51,1.129537509,97,valid
30067,3636,5/3/2025 15:42,4,149,65,0.473234203,95,valid
30068,788,5/3/2025 19:06,3,445,10,0.708823272,95,valid
30069,2728,5/3/2025 21:29,1,425,27,1.697328326,96,valid
30070,188,5/4/2025 11:01,3,530,73,1.711801635,100,valid
30071,154,5/3/2025 21:02,1,555,73,1.315233817,99,valid
30072,2298,5/3/2025 13:29,2,596,53,0.979688091,95,valid
30073,978,5/3/2025 19:16,2,460,63,0.438680122,96,valid
30074,4904,5/3/2025 16:12,1,173,42,0.951561559,95,valid
30075,1481,5/4/2025 12:40,3,177,38,0.689515609,99,valid
30076,3722,5/3/2025 20:07,1,455,54,1.158591128,97,valid
30077,1484,5/4/2025 11:34,4,130,27,1.144650868,99,valid
30078,1162,5/3/2025 16:47,1,554,71,0.29864912,99,valid
30079,913,5/4/2025 3:36,1,371,30,1.067143946,96,valid
30080,811,5/3/2025 18:24,3,50,33,0.721451263,97,valid
30081,1505,5/4/2025 2:23,3,463,49,0.358363789,98,valid
30082,1099,5/4/2025 10:50,1,484,11,0.538065177,98,valid
30083,3475,5/4/2025 10:49,2,172,72,1.676369152,95,valid
30084,3994,5/4/2025 4:54,2,145,25,0.935840938,96,valid
30085,2555,5/3/2025 20:55,4,460,35,0.289027887,98,valid
30086,3783,5/4/2025 12:08,3,193,13,1.245062574,100,valid
30087,2188,5/4/2025 7:10,4,183,24,1.17849788,96,valid
30088,4948,5/4/2025 8:03,2,59,77,1.462471814,98,valid
30089,3133,5/4/2025 3:01,3,281,47,0.243393776,95,valid
30090,4655,5/3/2025 15:05,3,442,56,0.984102427,98,valid
30091,4133,5/4/2025 3:23,2,314,46,0.898900382,96,valid
30092,1396,5/4/2025 4:55,2,154,14,1.96524953,100,valid
30093,1318,5/4/2025 6:32,4,61,23,1.18066625,96,valid
30094,2292,5/4/2025 7:55,3,401,56,1.40302702,97,valid
30095,758,5/4/2025 6:52,2,111,35,1.20599428,96,valid
30096,278,5/3/2025 15:19,2,500,13,1.867014196,100,valid
30097,770,5/4/2025 10:58,4,324,54,1.03054221,100,valid
30098,2508,5/4/2025 8:20,4,401,67,1.014840301,97,valid
30099,4016,5/4/2025 3:08,4,548,48,1.440582813,96,valid
30100,1213,5/3/2025 21:45,3,465,27,0.409494177,95,valid
30101,3301,5/4/2025 5:55,1,410,39,0.985156954,96,valid
30102,2554,5/4/2025 0:12,4,555,24,1.321320226,95,valid
30103,1985,5/3/2025 13:43,2,373,29,0.298361867,97,valid
30104,2289,5/4/2025 11:37,3,565,50,1.219752765,99,valid
30105,3291,5/4/2025 5:33,3,485,72,1.378669207,95,valid
30106,3594,5/3/2025 15:33,4,566,35,0.613544947,100,valid
30107,4771,5/4/2025 6:03,1,230,78,1.040011374,95,valid
30108,910,5/4/2025 10:18,4,145,63,1.038219181,99,valid
30109,446,5/4/2025 10:05,1,483,77,0.24527887,98,valid
30110,546,5/3/2025 20:43,2,116,72,0.265895855,95,valid
30111,242,5/4/2025 5:14,4,188,79,0.654957016,97,valid
30112,487,5/4/2025 11:09,2,76,46,1.474764013,98,valid
30113,1373,5/4/2025 6:24,4,586,56,1.796424246,100,valid
30114,4282,5/4/2025 1:31,1,421,30,1.897568082,100,valid
30115,3242,5/3/2025 20:27,2,330,21,0.758720966,100,valid
30116,2931,5/3/2025 18:55,3,185,78,1.665896774,96,valid
30117,2336,5/4/2025 1:43,1,373,34,0.682922323,96,valid
30118,1374,5/4/2025 4:16,3,131,33,1.493394288,100,valid
30119,1878,5/3/2025 15:09,3,359,37,0.45355583,95,valid
30120,3694,5/4/2025 0:43,4,324,31,1.969096979,97,valid
30121,2795,5/4/2025 6:04,4,502,74,1.311076565,95,valid
30122,3632,5/3/2025 17:54,2,353,47,1.886870038,95,valid
30123,2746,5/4/2025 0:35,1,587,22,0.804598042,100,valid
30124,2298,5/4/2025 7:02,1,598,61,1.92183994,99,valid
30125,2147,5/4/2025 1:41,3,290,36,1.530446855,99,valid
30126,4960,5/3/2025 16:27,2,295,48,0.427850708,98,valid
30127,4790,5/4/2025 6:36,1,92,35,0.424025144,95,valid
30128,394,5/4/2025 5:30,3,265,71,0.931611315,99,valid
30129,4934,5/3/2025 16:08,3,332,34,0.508697528,100,valid
30130,137,5/3/2025 16:22,2,574,26,1.808594787,96,valid
30131,267,5/4/2025 8:15,3,425,62,1.999275,100,valid
30132,1826,5/4/2025 3:41,2,421,16,1.569699677,100,valid
30133,2271,5/4/2025 5:13,4,194,75,0.408392655,97,valid
30134,477,5/4/2025 10:30,4,507,36,1.604702505,100,valid
30135,4109,5/3/2025 13:03,4,384,66,1.361674387,96,valid
30136,185,5/4/2025 12:30,4,272,74,1.701639852,100,valid
30137,3600,5/4/2025 8:46,4,432,41,0.557889386,96,valid
30138,3259,5/4/2025 8:15,3,417,37,0.35145474,95,valid
30139,2914,5/4/2025 10:07,2,302,54,1.658339567,99,valid
30140,2509,5/4/2025 2:45,2,192,72,1.231004431,100,valid
30141,2531,5/3/2025 18:29,3,146,36,0.373404845,97,valid
30142,3866,5/3/2025 19:04,1,553,51,0.482270069,99,valid
30143,2772,5/3/2025 22:08,1,157,62,1.591067799,95,valid
30144,666,5/4/2025 5:46,3,586,30,0.753048852,99,valid
30145,2801,5/4/2025 2:17,4,525,75,0.208267027,100,valid
30146,3069,5/3/2025 16:21,1,465,50,0.91272139,97,valid
30147,4470,5/4/2025 0:59,3,406,13,0.444472665,95,valid
30148,4077,5/4/2025 4:48,3,235,70,1.483387465,96,valid
30149,4330,5/3/2025 15:40,3,236,33,0.768205182,96,valid
30150,1425,5/3/2025 16:49,2,312,71,1.691791299,95,valid
30151,2416,5/3/2025 13:29,4,184,37,1.460710669,97,valid
30152,2629,5/4/2025 12:32,2,322,32,1.14109653,97,valid
30153,2395,5/4/2025 8:27,4,387,27,0.419098686,98,valid
30154,266,5/4/2025 9:01,1,108,10,1.068283018,95,valid
30155,327,5/3/2025 19:53,1,170,45,1.155558746,100,valid
30156,3465,5/3/2025 15:30,3,308,61,1.25472649,99,valid
30157,2449,5/3/2025 23:52,2,153,80,1.666368492,95,valid
30158,1522,5/4/2025 12:15,4,569,71,1.738180599,99,valid
30159,4382,5/3/2025 20:02,3,595,49,1.318411939,96,valid
30160,843,5/4/2025 10:03,1,487,10,1.111613522,99,valid
30161,410,5/4/2025 3:30,3,225,38,1.435863653,100,valid
30162,2311,5/3/2025 20:57,2,546,54,1.47190921,99,valid
30163,730,5/4/2025 6:40,3,264,56,0.573081158,98,valid
30164,3365,5/3/2025 16:09,3,455,64,1.495956627,95,valid
30165,4158,5/3/2025 20:28,4,307,42,1.542473745,98,valid
30166,4510,5/3/2025 16:46,4,247,18,0.699109185,95,valid
30167,2490,5/3/2025 21:11,3,225,13,0.245026267,95,valid
30168,2238,5/4/2025 5:22,2,395,72,1.55783106,100,valid
30169,3049,5/3/2025 13:22,1,201,47,0.261379408,98,valid
30170,7,5/3/2025 22:31,3,430,41,1.113867239,100,valid
30171,2770,5/4/2025 10:01,2,159,29,0.741882256,97,valid
30172,2962,5/4/2025 10:54,2,300,69,1.602034812,99,valid
30173,890,5/4/2025 0:31,4,534,32,0.246808369,97,valid
30174,3601,5/3/2025 21:52,4,213,37,1.906151223,97,valid
30175,3266,5/3/2025 19:05,4,505,76,1.545676871,98,valid
30176,224,5/3/2025 21:02,3,90,66,1.859547386,96,valid
30177,99,5/3/2025 22:55,3,113,12,1.216683382,95,valid
30178,2568,5/4/2025 6:42,4,510,69,1.286718947,100,valid
30179,416,5/3/2025 23:26,2,327,76,1.634144475,97,valid
30180,3238,5/3/2025 22:30,4,280,47,1.628806064,100,valid
30181,4961,5/4/2025 4:08,2,518,21,0.527168674,95,valid
30182,2933,5/4/2025 1:03,3,238,50,0.678392657,99,valid
30183,3651,5/4/2025 1:42,2,243,64,0.685480347,100,valid
30184,1729,5/4/2025 2:50,3,566,47,1.880535246,96,valid
30185,4934,5/3/2025 20:41,4,511,55,1.794057536,96,valid
30186,3509,5/4/2025 3:10,3,360,71,0.509583476,99,valid
30187,3440,5/4/2025 1:18,4,264,18,1.034952138,98,valid
30188,4417,5/4/2025 6:08,2,89,58,1.166732332,98,valid
30189,3435,5/4/2025 0:15,1,541,46,1.69141836,98,valid
30190,1718,5/4/2025 5:11,3,308,13,1.152226391,99,valid
30191,1962,5/4/2025 4:41,4,572,36,1.566868075,99,valid
30192,905,5/3/2025 13:56,1,269,40,1.933260429,96,valid
30193,1295,5/3/2025 18:23,4,455,26,0.381819415,99,valid
30194,2475,5/4/2025 0:17,4,526,73,1.394915026,100,valid
30195,2070,5/4/2025 5:31,1,508,44,0.619657011,97,valid
30196,898,5/3/2025 23:20,1,298,31,1.767167529,95,valid
30197,4081,5/4/2025 8:23,2,60,72,1.304445643,95,valid
30198,3389,5/3/2025 20:35,1,252,59,1.373694705,100,valid
30199,4042,5/3/2025 16:04,2,91,22,1.798456829,99,valid
30200,3345,5/3/2025 14:34,4,467,45,1.713372559,97,valid
30201,2668,5/4/2025 10:51,4,346,57,0.806600003,99,valid
30202,1248,5/4/2025 7:20,2,315,41,1.332696088,98,valid
30203,2416,5/3/2025 19:12,3,447,29,1.196258273,95,valid
30204,3586,5/3/2025 23:49,3,75,72,1.85953064,95,valid
30205,2897,5/4/2025 7:02,3,444,77,0.556961331,95,valid
30206,3082,5/3/2025 18:01,2,243,60,0.2533059,97,valid
30207,2374,5/3/2025 13:14,1,308,34,0.406975451,96,valid
30208,1308,5/3/2025 19:49,1,264,14,1.553584014,95,valid
30209,4131,5/4/2025 1:26,3,411,77,1.698035458,95,valid
30210,4374,5/3/2025 22:40,1,443,65,1.363782929,100,valid
30211,4360,5/3/2025 16:48,1,566,27,0.713756756,99,valid
30212,2317,5/3/2025 14:05,1,373,21,1.104795269,99,valid
30213,256,5/3/2025 20:16,4,318,65,1.436736769,95,valid
30214,223,5/3/2025 15:40,4,149,54,0.824383399,96,valid
30215,2162,5/4/2025 0:19,1,469,12,1.628014035,99,valid
30216,3983,5/4/2025 0:27,2,397,67,0.644786581,97,valid
30217,3795,5/3/2025 13:00,2,408,10,1.581894007,96,valid
30218,4265,5/3/2025 15:21,1,545,41,1.63657903,95,valid
30219,2426,5/3/2025 20:43,1,461,48,1.533226579,98,valid
30220,2900,5/4/2025 3:43,4,461,29,0.756916563,100,valid
30221,1972,5/3/2025 16:04,1,186,46,1.264178166,98,valid
30222,2831,5/3/2025 15:50,3,593,66,0.961065743,95,valid
30223,4163,5/3/2025 21:44,3,469,43,1.122556407,95,valid
30224,1834,5/3/2025 19:15,4,313,80,1.84212679,98,valid
30225,2006,5/4/2025 6:50,1,593,36,1.153149655,96,valid
30226,62,5/3/2025 18:02,3,163,74,0.77188524,99,valid
30227,2351,5/3/2025 23:25,2,347,11,1.727381821,100,valid
30228,4258,5/3/2025 15:35,2,388,37,1.253172189,99,valid
30229,3874,5/3/2025 13:00,2,241,52,0.881843305,96,valid
30230,1118,5/3/2025 20:55,3,263,51,0.538348493,97,valid
30231,699,5/3/2025 20:57,3,98,74,1.195250253,97,valid
30232,1669,5/3/2025 22:48,2,177,36,0.781646688,96,valid
30233,4137,5/3/2025 19:07,2,204,49,1.725228896,98,valid
30234,3022,5/4/2025 11:15,1,196,73,0.613185027,99,valid
30235,3857,5/3/2025 19:28,3,542,26,0.685215331,97,valid
30236,2227,5/3/2025 19:10,1,393,32,0.39321262,99,valid
30237,3789,5/3/2025 21:28,4,155,74,1.163981245,97,valid
30238,255,5/3/2025 18:01,3,453,57,0.974325971,95,valid
30239,3062,5/4/2025 7:58,4,82,38,1.712612001,95,valid
30240,2145,5/4/2025 7:29,2,572,56,1.030433258,97,valid
30241,4387,5/3/2025 17:48,3,184,21,1.26825576,96,valid
30242,857,5/4/2025 4:04,2,154,44,1.712438614,97,valid
30243,151,5/4/2025 3:46,1,96,43,0.606810864,99,valid
30244,3710,5/3/2025 19:35,3,422,44,1.89045745,97,valid
30245,2657,5/4/2025 4:26,2,225,57,0.656711108,99,valid
30246,3425,5/3/2025 13:55,2,174,79,0.368564727,100,valid
30247,746,5/4/2025 5:37,1,430,29,1.004530443,100,valid
30248,4646,5/4/2025 1:33,1,98,10,1.235649896,97,valid
30249,3754,5/4/2025 8:51,3,53,54,1.143848166,95,valid
30250,533,5/4/2025 10:58,1,507,38,0.500481296,98,valid
30251,3106,5/3/2025 14:57,3,58,67,1.581489794,95,valid
30252,776,5/4/2025 4:18,4,556,51,1.552933442,99,valid
30253,3490,5/4/2025 9:17,3,577,47,1.978459261,99,valid
30254,998,5/3/2025 14:20,3,280,12,0.285637749,96,valid
30255,1620,5/4/2025 2:17,2,568,25,1.821298858,98,valid
30256,2225,5/3/2025 22:36,1,224,12,1.218181641,97,valid
30257,4034,5/4/2025 11:14,4,390,27,0.538068901,96,valid
30258,1688,5/4/2025 3:50,1,475,79,0.912330595,96,valid
30259,4100,5/4/2025 0:01,4,538,28,1.530078252,100,valid
30260,2793,5/4/2025 10:09,4,487,18,1.010910596,98,valid
30261,1078,5/4/2025 8:22,4,369,29,1.043200197,99,valid
30262,3846,5/3/2025 19:45,1,294,64,1.21188969,97,valid
30263,2012,5/3/2025 13:16,1,56,58,1.138027687,96,valid
30264,4623,5/4/2025 7:43,4,502,73,0.292457827,98,valid
30265,3899,5/4/2025 4:18,3,302,27,0.321152061,97,valid
30266,441,5/3/2025 13:57,2,355,36,0.243541918,97,valid
30267,885,5/3/2025 13:43,2,257,77,1.464640758,95,valid
30268,3315,5/4/2025 9:33,2,132,33,0.690591752,96,valid
30269,1369,5/4/2025 6:07,2,298,77,1.409510852,97,valid
30270,1495,5/3/2025 23:46,3,585,72,0.793326243,98,valid
30271,4996,5/4/2025 10:47,2,222,75,1.785736834,99,valid
30272,2532,5/4/2025 6:27,1,556,70,0.674893864,98,valid
30273,3070,5/4/2025 4:41,3,268,11,1.1422149,96,valid
30274,2802,5/4/2025 6:01,2,560,26,1.301826226,95,valid
30275,2914,5/4/2025 8:52,1,543,71,0.324101557,95,valid
